sampler,model,num_categories,shape,batch_size,chain_length,ess_ratio,Time,ESS,ESS_M-H,ESS_T,ESS_EE
a_dlmc(sqrt),potts,3,"(15, 15)",100,100000,0.5,9.931685447692871,[30.076683 59.027096],[0.00060153 0.00118054],[3.0283563 5.943311 ],[0.00015038 0.00029514]
